Track,Artist,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Shazam Counts,Explicit Track
ZITTI E BUONI,Mï¿½ï¿½ne,"475,549,122","94,637","9,975,524","139,573","75,858,814","628,509,922","21,047,789","2,395,559",1
Is It Love,Loreen,"68,785,555","7,360","8,210,301","187,211","1,802,595","63,753,450","999,638,074","677,013",0
Feel It Still,Portugal. The Man,"1,303,452,422","204,110","65,716,191","77,757","60,080,391","447,512,595","13,369,387",,0
MotorSport,Migos,"590,983,645","89,159","24,300,466","266,811","63,415,889","417,482,479","187,758,140","3,894,893",1
Bad At Love,Halsey,"635,393,773","56,371","12,074,505","487,927","11,620,804","84,632,348","111,825,857","4,213,886",0
Nevada,YoungBoy Never Broke Again,"163,974,630","60,031","4,503,801","20,233","5,083,710","48,854,928","122,293,460",,1
The Adults Are Talking,The Strokes,"457,933,102","152,115","30,405,327","186,563","88,889,806","521,061,584","65,074","1,670,342",0
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Grupo Menos ï¿½ï¿½,"270,944,683","6,608","2,522,207",66,"6,369","102,989","63,527,580",,0
Hips Don't Lie (feat. Wyclef Jean),Shakira,"1,631,152,967","261,693","142,426,948","2,393,712","306,451,930","2,939,466,349","1,850,350,995","6,770,784",0
Overdose,natori,"191,425,175","26,630","3,407,532","183,701","53,658,710","662,260,750","19,820,354","367,613",0
Tak Segampang Itu,Anggi Marito,"415,357,981","14,918","7,489,575","399,388","88,921,840","1,171,868,533",418,"127,265",0
Emotionally Scarred,Lil Baby,"289,652,584","93,481","10,151,445","33,861","6,143,414","40,742,074","10,809,869","2,007,348",1
When It Rains It Pours,Luke Combs,"807,802,864","93,613","23,160,480","29,070","5,193,789","42,065,642","675,794,766","1,719,362",0
If I Didn't Love You,Jason Aldean,"143,447,350","22,233","3,205,615","2,017","1,558,730","15,893,357","591,874,403","991,870",0
NO ME QUIERO CASAR,Bad Bunny,"144,801,283","20,979","16,117,371","1,380","750,523","7,437,994","37,948,816","538,315",1
UNHEALTHY (feat. Shania Twain),Anne-Marie,"107,435,709","18,457","6,727,123","7,316","5,194,441","79,827,003","183,272,059","1,025,913",0
ATORRANTE - con Los Palmeras,Emanero,"65,617,109","7,487","3,295,468",291,"711,415","33,073,512","215,348,129","101,460",0
Take Me to Church,Hozier,"2,544,489,950","113,315","30,950,638","7,069","172,614,084","1,691,376,898","3,808,342",,0
Roses,The Chainsmokers,"1,046,848,265","137,023","33,124,854","273,486","55,726,548","405,625,969","51,232,888","9,203,307",0
Close Friends (Lil Baby & Gunna),Lil Baby,"428,009,373","99,524","11,666,867","47,897","7,172,209","46,571,795","76,955,731","2,437,123",1
BEBï¿,Camilo,"401,104,048","42,742","14,190,262","1,002,990","85,197,306","718,042,201","73,445,402","1,090,144",0
Propuesta Indecente,Romeo Santos,"751,508,028","76,654","28,891,369","110,257","23,003,530","240,862,996","361,024,153","4,633,986",0
Atmosphere,FISHER,"105,178,211","40,300","55,773,870","6,091","770,581","11,685,263","78,603","582,149",0
Money In The Grave (Drake ft. Rick Ross),Drake,"970,219,741","180,650","36,876,067","123,248","45,510,979","371,952,869","35,845,729",,1
Happier,Ed Sheeran,"1,322,385,342","109,373","54,954,226","1,289,662","34,964,865","223,959,183","137,582,931",,0
Kill Em With Kindness,Selena Gomez,"550,049,388","48,598","14,497,820","8,126,848","61,193,582","489,745,782","193,313,797","2,766,042",0
Good Love,Hannah Laing,"100,186,243","26,116","36,440,018","10,300","1,602,940","28,216,441","7,827,526","505,083",0
Ella Quiere Beber - Remix,Anuel AA,"778,846,570","66,150","25,410,849","24,500","1,838,702","18,692,923","132,331,823","1,494,647",0
Blicky,Fresh X Reckless,"19,617,254","6,378","749,928","2,272,645","310,986,195","2,956,553,569","2,662,671",,1
Baby (Lil Baby feat. DaBaby),Quality Control,"522,143,496","111,477","16,214,693","55,471","10,916,015","125,604,010","5,932,267","1,797,781",1
Hotel,Montell Fish,"296,674,882","56,660","27,811,906","124,659","58,661,300","366,838,888","15,453","924,914",0
X1,MC Cabelinho,"185,050,407","30,221","5,514,940","542,800","23,727,816","249,329,094","23,545,375","198,749",1
Burn,Ellie Goulding,"784,334,383","104,998","30,818,474","46,749","17,751,306","112,921,980","611,194,890","12,172,997",0
By Your Side,Rod Wave,"164,804,108","40,909","4,353,138","24,901","7,795,076","50,358,850","212,457,530","569,269",1
No Te Contaron Mal,Christian Nodal,"492,542,256","37,141","12,874,966","22,565","2,240,493","34,264,578","23,344,667","1,316,575",0
When We Were Young,Adele,"1,284,096,603","117,365","41,710,598","51,713","51,633,844","348,333,229","12,378,383","5,077,728",0
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,"210,072,827","30,503","5,318,773","54,106","6,277,486","92,174,906","91,240,010","172,414",1
I Am Your Gummy Bear (The Gummy Bear Song),Gummibï¿½,"104,073,182","11,904","1,660,833","384,946","83,486,676","1,565,261,998","54,565,314","648,232",0
Do It Again (feat. 2Rare),NLE Choppa,"155,142,115","65,297","6,721,980","143,228","121,730,150","1,073,599,652","840,774","1,008,825",1
Loading,Central Cee,"356,681,497","137,745","8,267,546","62,042","21,340,597","200,676,951","687,625","1,028,060",1
Dos Besitos,La Joaqui,"100,335,960","18,928","3,742,291","1,050,557","214,890,689","2,147,808,820","195,644,977","160,060",0
Deep Down (feat. Never Dull),Alok,"335,203,899","61,133","99,451,251","9,193","17,617,670","262,461,997","1,754,376,767","1,795,229",0
No Me Conoce - Remix,Jhay Cortez,"1,367,265,268","135,811","46,929,639","103,451","12,539,244","109,739,416",11,"2,785,821",0
Freaky Friday (feat. Chris Brown),Lil Dicky,"670,298,052","82,446","12,953,022","228,686","19,209,732","160,522,923","258,233,426",,1
Still Rollin,Shubh,"191,465,461","18,344","7,425,022","211,500","7,326,210","144,465,879","795,121","267,764",0
Safe And Sound,Capital Cities,"1,286,089,822","256,512","74,267,670","226,012","94,442,871","774,957,680","322,090,946","21,359,402",0
Mal Hombre,Kim Loaiza,"28,817,964","1,104","1,717,958","381,005","47,403,198","450,286,431","51,649,075","49,569",0
Teeth,5 Seconds of Summer,"683,247,723","103,554","18,582,680","252,245","60,889,240","561,046,941","21,501,456","3,637,003",0
I Took A Pill In Ibiza,Mike Posner,"83,366,020","17,799","3,474,319","627,579","6,349,028","29,251,104","217,706,666","560,533",1
In The Dark,Purple Disco Machine,"177,722,624","34,102","6,137,203","7,268","1,055,159","20,533,718","1,172,517,820","5,644,172",0
Felina,WIU,"227,079,649","35,385","8,942,936","298,000","27,867,511","299,633,568","30,444,210","252,351",0
Meet you at the Graveyard,Cleffy,"95,871,805","21,000","7,441,709","111,800","28,044,301","187,420,165","128,731","1,905,641",1
Se Le Ve,Dï¿½ï¿½melo,"240,138,585","43,572","11,285,970","1,845,758","267,131,680","3,307,238,247","67,529,333","601,506",1
Coraï¿½ï¿½ï¿½ï¿½o,WIU,"239,669,425","30,426","7,338,920","223,700","26,184,927","378,296,874","144,121,249","235,905",1
FEARLESS,LE SSERAFIM,"312,942,305","20,231","4,756,698","107,047","152,757,714","1,245,609,565","62,900,174",,0
Let It Go,James Bay,"1,197,774,081","128,593","56,315,096","91,701","14,356,531","112,554,627","115,081,691","9,218,458",0
Where It Ends,Bailey Zimmerman,"178,441,881","28,857","7,439,902","62,371","17,306,191","161,742,703","404,410,206","456,834",0
City Boys,Burna Boy,"152,289,860","58,113","19,505,579","620,950","37,260,289","546,510,983","307,313,090","1,398,310",1
Wellerman - Sea Shanty,Nathan Evans,"405,754,991","103,694","5,805,294","113,523","28,646,084","166,376,605","1,114","4,316,684",0
Every Summertime,NIKI,"383,171,089","60,923","13,164,145","1,733,862","271,687,291","2,493,175,114","511,367","979,445",0
MANDA BALA,Ariis,"63,016,744","8,387","6,543,410","113,600","31,835,762","286,003,280","18,132,086","545,233",0
Walk It Talk It,Migos,"778,459,270","150,813","29,317,904","357,960","114,633,196","873,289,436","1,020,302","3,559,532",1
Face Off,Tech N9ne,"194,908,788","58,039","6,855,506","1,004,500","614,002,238","5,338,367,302","277,022,606","1,640,152",1
Otra vez (feat. J Balvin),Zion & Lennox,"912,446,776","48,788","18,231,793","70,829","2,778,349","27,776,697","268,300,868","2,796,246",0
BOOKER T,Bad Bunny,"403,041,493","62,435","9,324,189","467,766","137,827,484","1,329,875,404","7,229,929","686,025",1
Je M'appelle,Benzz,"231,745,345","83,611","6,994,071","87,017","32,191,365","354,699,237","32,996,599","1,068,455",1
Soap,Melanie Martinez,"349,538,935","48,604","10,908,000","12,087,056","218,008,359","2,568,929,437","136,167",,0
Never Forget You,Zara Larsson,"972,089,598","98,962","23,627,265","117,848","15,092,890","118,233,698","343,898,888","7,156,194",0
Tyler Herro,Jack Harlow,"555,631,717","127,984","22,280,549","31,218","16,324,267","148,481,502","4,142,863","1,141,637",1
"i hate u, i love u (feat. olivia o'brien)",gnash,"1,405,772,026","122,979","53,743,248","2,081,859","34,705,627","240,189,266","1,706,874,230",,1
Ophelia,The Lumineers,"1,274,848,626","213,943","47,156,566","49,941","30,833,392","234,589,315","5,412,813","3,480,225",0
Ella No Es Tuya - Remix,Rochy RD,"364,856,266","76,669","15,412,661","1,403,400","122,737,092","1,045,339,221","11,945,131","955,292",0
Satellite,Harry Styles,"455,718,141","51,605","21,294,785","159,300","64,041,346","440,110,491","22,853,340","1,138,012",0
La Santa,Bad Bunny,"915,557,792","96,498","35,375,775","13,000","8,552,412","69,210,381","36,886,200","1,024,927",1
Tera Ban Jaunga,Akhil Sachdeva,"211,095,929","15,632","8,831,229","5,710,312","5,797,183","94,600,665","91,612,412","299,317",0
Monï¿½ï¿½y so,Yeat,"378,668,802","110,916","13,349,294","96,000","82,992,212","658,699,167","6,350","3,103,353",1
Sure Thing,Miguel,"1,335,928,309","190,857","100,835,580","235,546","71,440,021","595,426,317","69,346,849","8,783,890",0
Talibans,Byron Messia,"54,683,202","28,810","5,603,761","73,400","6,149,280","85,578,368","25,028,845","1,296,410",1
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,"763,292,840","71,179","60,479,422","580,400","238,529,478","2,195,330,963","146,268,449","1,405,713",0
Lisa,Young Miko,"209,988,103","30,013","8,335,647","9,195","10,364,955","87,467,392","9,998,025","429,046",1
you should see me in a crown,Billie Eilish,"860,596,912","103,375","35,817,894","477,025","50,997,364","397,345,798","156,314","3,668,559",0
Te Robarï¿,Nicky Jam,"547,483,874","59,096","18,863,568","4,927","334,324","5,221,834","135,529,403","2,115,863",0
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,"853,574,945","46,385","17,500,223","1,097,599","131,435,469","1,181,845,727","2,009,601,931",,0
Malvada,Zï¿½ï¿½ Fe,"166,427,224","17,110","7,754,576","660,700","105,899,920","1,504,623,313","724,605,425","141,986",0
I Love You So,The Walters,"1,410,353,130","218,492","59,487,193","744,614","445,675,563","3,241,952,947","11,148,737","3,007,369",0
i love you,Billie Eilish,"930,343,185","116,055","42,732,119","451,642","85,881,445","724,117,161","128,657,658","2,035,027",0
Him & I (with Halsey),G-Eazy,"949,651,805","141,296","23,238,086","217,707","69,515,791","529,467,091",104,"13,315,971",1
Call Your Friends,Rod Wave,"47,296,342","10,429","2,724,041","39,420","4,468,377","37,869,926","248,768,688","208,435",1
Dirt Cheap,Cody Johnson,"44,047,842","8,961","11,610,924","48,500","1,058,781","8,486,978","1,690,515,321","252,283",0
Borderline,Tame Impala,"671,310,199","156,377","27,309,112","248,652","114,555,453","961,188,514","392,353","2,471,535",0
Tï¿,Carin Leon,"327,311,508","31,216","7,536,781","200,001","16,337,762","271,173,077","2,872,858","1,353,689",0
No Time To Die,Billie Eilish,"610,838,644","91,391","29,634,724","13,840","9,454,140","69,072,143","201,322,168","3,110,101",0
En El Radio Un Cochinero,Victor Cibrian,"215,837,483","26,581","6,387,381","227,800","63,866,568","1,027,674,393","3,372,124","655,686",0
Safari,J Balvin,"559,708,419","61,743","16,037,041","83,679","24,066,770","148,552,468","277,412,549","5,773,120",0
comethru,Jeremy Zucker,"822,935,346","90,889","19,172,749","992,278","67,178,938","581,871,422","1,218,186,477","2,123,160",0
O Patinho Colorido,Bento e Totï¿,"11,029,541","2,068","188,999","42,700","2,328,242","38,710,313",283,"13,061",0
La Mejor Version de Mi,NATTI NATASHA,"109,221,089","33,020","14,584,019","740,743","14,861,761","284,819,297","106,854,506",,0
B.O.T.A. (Baddest Of Them All),Eliza Rose,"47,723,324","34,495","3,089,794","1,100,254","330,038,147","3,829,712,483","879,640,561","3,631,070",0
Lucky Girl Syndrome,ILLIT,"29,089,538","1,933","2,045,965","2,906","2,701,200","28,210,200","3,169,280","43,383",0
Little Dark Age,MGMT,"641,453,269","197,169","31,052,903","345,093","300,840,293","2,500,579,993","5,575,104","5,504,564",0
Hypnotized,Purple Disco Machine,"354,683,755","77,323","15,730,444","16,828","3,791,734","43,216,239","20,989,951","8,349,963",0
Koka,Mankirt Aulakh,"28,816,253","1,287","3,341,218",147,"2,349","34,208","751,929,599","41,257",0
ELEVEN,IVE,"306,760,464","23,542","9,642,342","121,090","160,432,414","1,292,286,614","174,221,581","493,607",0
Space Cadet (feat. Gunna),Metro Boomin,"917,916,061","204,396","35,887,216","41,674","56,229,098","405,647,527","90,568,527","3,109,292",1
ıııııııııııı ıııııııııııı,Lusia Chebotina,"32,318,892","13,584","1,196,310","1,300,000","103,763,490","2,526,424,724","68,840,482","1,544,949",0
We Ride,Bryan Martin,"200,017,368","30,976","8,143,503","31,143","1,516,946","27,411,983","363,631,289","503,044",1
Rich Spirit,Kendrick Lamar,"254,191,262","68,188","10,639,841","19,580","2,720,712","33,984,850","38,505,821","555,350",1
Cochinae,Julianno Sosa,"155,050,178","35,527","6,146,030","364,400","175,847,558","1,442,464,830","39,888,848","430,196",1
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,"243,305,603","30,216","6,007,155","165,046","16,623,062","54,450,631","143,397,471",,0
I'm Not The Only One,Sam Smith,"1,879,966,374","164,059","76,679,523","65,764","52,262,804","417,275,446","999,433","15,809,409",0
Major Distribution,Drake,"199,662,854","70,800","15,434,966","11,861","11,825,705","100,007,156","82,427,107","312,418",1
Dynamite,Taio Cruz,"1,070,923,216","204,514","89,320,567","79,570","20,716,110","185,228,504","169,884,547","8,023,558",0
Chlorine,Twenty One Pilots,"517,990,518","91,490","9,737,600","65,628","7,573,964","67,549,016","196,167,813",,0
GIVENCHY,Duki,"240,519,561","48,629","9,332,907","46,349","38,804,922","313,936,580","5,144,948","177,813",1
Here,Alessia Cara,"616,445,374","76,646","16,115,782","1,315,832","22,887,140","166,158,568","297,579,936","7,438,678",0
Favorito,Camilo,"488,713,982","42,311","12,661,251","915,770","74,872,273","712,167,034","157,276,832","848,173",0
Royalty,Egzod,"317,252,487","52,261","12,634,570","663,619","152,831,129","1,989,420,692","221,808,922","4,302,673",0
Am I Wrong,Nico & Vinz,"965,827,790","160,031","38,549,276","204,916","87,657,079","930,985,864","2,936,860","19,231,875",0
Tennessee Orange,Megan Moroney,"227,893,586","28,139","12,480,714","77,661","13,324,305","117,505,652","238,206,228","708,143",0
Tennessee Orange,Megan Moroney,"227,893,586","28,139","12,480,714","77,661","13,324,305","117,505,652","238,206,228","708,143",0
Still Trappin' (with King Von),Lil Durk,"176,140,377","76,081","7,784,086","9,759","1,195,071","12,014,523","35,450,506","494,233",1
Issues,Julia Michaels,"1,214,862,854","86,990","25,275,888","966,301","28,171,505","142,981,272","27,993,329","9,191,508",0
Element,Pop Smoke,"523,416,171","164,690","25,242,475","146,034","25,129,610","223,524,052","17,063","916,192",1
GOD'S COUNTRY,Travis Scott,"96,802,469","34,681","3,243,869","2,052","1,668,880","10,714,123","4,558","69,071",1
Parado no Bailï¿½,MC L da Vinte,"387,513,964","87,059","13,523,070","2,508,649","432,161,011","5,294,479,343","2,435,472","3,685,557",0
"Yo x Ti, Tu x Mi",ROSALï¿½,"572,697,124","76,099","26,265,380","198,900","19,271,618","125,501,807","271,921,550","2,065,994",0
Say It,Tory Lanez,"510,138,748","83,010","18,881,944","44,861","11,918,324","63,978,184","46,059,609",,1
Ain't Shit,Doja Cat,"599,547,543","90,475","27,073,255","139,585","104,260,172","557,527,051","45,865,195","1,075,422",1
SIRENS,Travis Scott,"102,510,409","39,218","4,027,424","1,541","902,391","8,554,938","174,645,699","110,863",1
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich,Matuï¿,"159,579,530","29,495","10,067,664","21,800","7,387,254","68,969,483","92,356,691","161,952",1
2 Hielos,King Savagge,"76,078,240","16,848","2,644,680","1,301,526","130,766,543","1,479,348,962","39,905","187,445",1
I Love Mama Mantu,Bulan Sutena,"8,887,656","1,905","405,342","3,700,000","116,906,472","1,978,705,486","994,101","105,455",0
Hall of Fame (feat. will.i.am),The Script,"1,438,795,892","180,669","67,730,386","2,359,429","309,258,236","2,876,399,321","287,622,166","12,730,727",0
Deixa,Maria Marï¿½ï,"64,736,609","4,611","7,326,714","65,367","3,439,863","67,989,343","232,438,870",,0
We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,"52,240,739","18,224","4,939,707","9,851","8,607,238","71,305,547","16,462,540","794,504",0
Runaway (U & I),Galantis,"895,051,532","155,100","42,988,196","161,963","82,136,522","730,346,946","368,291,875","110,053",0
Ley Seca,Jhay Cortez,"412,597,562","80,841","20,936,024","54,784","15,795,689","201,664,757","101,896,667","917,173",0
Dawns (feat. Maggie Rogers),Zach Bryan,"261,468,916","44,088","11,298,879","86,609","19,696,611","127,691,196","153,448,242","481,576",1
Mesafe,Semicenk,"59,964,248","9,504","1,321,095","116,100","2,824,547","77,807,288","358,119,762","274,026",0
Numb,Linkin Park,"1,720,830,668","270,810","75,602,131","440,206","37,487,815","490,782,499","907,757,737",,0
Hola,Dalex,"28,185,177","6,572","781,594","37,518","2,306,029","20,930,088","126,061,690","349,429",0
Diosa,Myke Towers,"465,811,322","70,596","17,915,387","342,400","17,063,916","196,656,614","110,280,462","789,689",1
Wagon Wheel,Darius Rucker,"727,417,273","107,826","25,463,894","51,203","14,475,594","101,847,028","596,719,707","3,566,957",0
Dil Galti Kar Baitha Hai,Jubin Nautiyal,"64,013,323","5,573","1,466,888","1,807","257,436","4,052,529","159,126,966","179,409",0
Is There Someone Else?,The Weeknd,"669,099,980","87,216","26,997,782",771,"6,034,599","101,980,300","608,054,184","1,352,593",0
Dream Girl,Ir Sais,"133,061,000","41,010","3,635,651","8,549,427","390,884,822","3,983,988,990","36,089","2,886,602",0
Wild Side (feat. Cardi B),Normani,"181,529,121","36,504","12,624,326","117,317","51,611,106","406,413,864","71,073,242","1,916,244",1
Bi' Tek Ben Anlarï¿½,Kï¿½ï,"214,391,030","27,588","8,269,792","315,600","8,311,405","196,090,529","16,824,491","861,877",0
Location (feat. Burna Boy),Dave,"540,907,681","169,023","15,332,361","29,890","7,358,053","65,403,430","7,590,308","1,899,818",1
Mon Amour,Annalisa,"86,387,703","9,584","2,241,484","757,539","21,805,849","376,919,346","260,464,298","739,131",0
Pray For Me,The Weeknd,"918,478,800","139,420","28,588,643","30,374","19,369,827","164,140,502","140,859,065","7,342,121",1
Motley Crew,Post Malone,"399,297,877","98,593","24,244,488","17,033","10,213,659","90,781,226","3,037,447","1,280,385",1
Poppin,Yeat,"152,999,496","61,870","4,946,068","29,807","19,583,763","165,647,395","342,558,492","162,198",1
Memories,Conan Gray,"445,742,307","68,570","23,007,042","118,871","53,270,295","299,317,588","2,205,915,138","2,074,587",0
Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,"192,684,719","15,067","10,379,433","224,000","35,623,717","547,404,253","954,262,875","125,189",0
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,"52,418,564","24,196","1,963,638","1,606,103","28,958,781","375,062,387","29,687,855","3,557,237",1
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,"349,688,559","77,636","12,565,087","538,219","83,527,860","643,169,528","1,989,190","771,928",1
10 Things I Hate About You,Leah Kate,"238,502,829","38,595","7,419,495","1,569,194","185,586,256","2,205,444,414","3,453,749","692,500",1
X ï¿½ï¿½LTIMA,Daddy Yankee,"409,394,001","53,657","22,643,350","442,700","135,938,706","1,334,863,571","330,802,357","526,470",1
Red Ruby Da Sleeze,Nicki Minaj,"148,574,146","25,770","27,326,995","6,500","2,704,073","21,611,489","21,914,535","1,090,214",1
Mama,Jonas Blue,"955,563,174","89,780","18,075,056","29,802","16,031,731","85,857,976","262,705,725","7,735,883",0
Puta Mexicana,DJ Jeeh FDC,"172,602,494","38,926","14,426,720","312,400","143,003,405","1,722,398,168","12,348,511",,1
Self Care,Mac Miller,"687,861,392","156,992","21,060,151","56,852","19,118,562","193,776,994","40,752,198",,1
Out of Time,The Weeknd,"451,878,749","78,793","18,239,674","23,842","20,880,385","233,301,151","3,022,110,413","1,722,436",0
About You,The 1975,"350,348,521","48,286","23,268,627","117,002","112,061,372","793,536,731","2,197,815","508,585",0
BED,Joel Corry,"480,737,112","91,401","37,879,799","90,700","11,811,407","149,754,997","1,432,752","2,464,219",0
23,Chayce Beckham,"217,524,988","52,661","12,543,368","20,410","1,883,404","21,694,150","566,879,139","1,269,712",0
Remember,Becky Hill,"453,644,642","78,241","59,982,572","14,109","6,520,234","86,516,663","1,081,753,404","1,721,093",0
Here's Your Perfect,Jamie Miller,"418,998,816","42,598","8,678,739","810,145","216,927,258","1,962,424,177","1,152,785,855","1,072,765",0
Highs & Lows,Prinz,"64,747,926","19,758","4,733,486","726,042","24,154,119","304,170,641","848,300","434,423",0
El Rescate,Grupo Marca Registrada,"391,773,238","34,952","16,586,286","431,726","98,990,436","1,102,477,168","6,037","840,393",1
Wockesha,Moneybagg Yo,"138,100,044","64,635","5,451,499","30,274","13,135,047","94,781,829","56,308,304","1,470,349",1
Pantysito,Alejo,"332,175,085","63,085","23,635,638","378,000","93,005,063","866,018,385","213,451,655","616,074",1
brutal,Olivia Rodrigo,"639,900,946","87,550","20,272,841","180,855","114,118,319","774,173,668","56,822,531","820,892",1
Recognize (feat. Drake),PARTYNEXTDOOR,"275,465,440","58,725","10,964,599","64,277","8,127,616","53,454,696","12,422,822","2,030,167",1
Lovefool,twocolors,"359,757,970","73,161","29,218,709","621,587","49,479,727","658,030,330","25,128,259","4,918,636",0
MEMORIAS,Mora,"359,336,745","67,125","16,316,500","20,600","9,094,523","82,205,989","340,159,905","868,434",0
JACKIE BROWN,Brent Faiyaz,"247,386,146","57,298","14,371,239","25,012","12,211,067","119,045,728","129,119,126","1,184,981",1
Danï¿½ï¿½a Ma,Bolofofos,"10,423,140","1,820","350,049","3,453","49,425","3,059,373",16,"9,247",0
Never Going Home,Kungs,"304,069,347","89,224","17,836,102","20,117","6,207,518","94,926,621","80,707,655","5,206,645",0
Problemï¿½,Alvaro Diaz,"275,492,185","47,297","14,033,837","1,698,681","279,415,195","2,603,158,294","31,265,536","779,473",0
Pacto (feat. Luar La L),Jay Wheeler,"58,652,026","19,596","3,713,869","508,800","31,900,743","344,636,407","9,720,627","397,215",1
Daisy,Ashnikko,"509,353,753","87,580","20,339,605","893,392","124,467,502","842,856,226","1,767,008","2,842,135",1
Fast Forward,JEON SOMI,"88,499,180","9,715","3,943,924","58,748","54,797,372","291,191,318","48,337,673","258,644",0
Stolen Dance,Milky Chance,"1,460,945,792","331,171","51,661,945","677,541","194,210,296","2,134,365,963","389,692","24,485,799",0
Set Me Free Pt.2,Jimin,"350,802,342","12,581","16,368,476","182,865","104,841,360","494,628,703","166,154,392","437,897",1
Azul,J Balvin,"489,654,759","60,072","13,255,516","731,500","39,869,163","491,920,895","34,068,017","994,262",0
LOCATION,KAROL G,"236,644,328","36,130","7,600,107","182,529","34,209,228","329,180,615","25,193,373","962,269",1
Terminator,King Promise,"34,026,239","8,723","6,659,055","1,047,639","28,395,882","391,501,573","57,032,887","527,365",0
Snowman,Sia,"947,770,190","123,852","25,500,657","1,972,101","644,731,553","5,479,108,705","315,447,931","5,574,595",0
Hurricane,Kanye West,"404,497,617","108,795","16,231,758","20,272","10,266,783","91,838,300","506,294","1,304,734",0
Rumah Singgah,Fabio Asher,"239,624,643","13,095","3,228,030","1,205,145","227,531,657","3,306,847,230","45,889","142,151",0
Strip That Down (feat. Quavo),Liam Payne,"1,000,549,809","86,051","18,285,158","348,584","29,551,464","181,309,829","14,264,191","7,058,362",0
Lost in the Fire (feat. The Weeknd),Gesaffelstein,"895,496,661","158,437","56,718,950","118,739","61,383,164","500,515,994","25,324,485","5,540,938",1
Diva Yorgun,Melike ï¿½ï¿½,"62,458,329","7,526","1,713,723","11,529","693,244","25,252,458","297,624,271","412,905",0
Can't Get Enough,Jennifer Lopez,"9,293,098","1,348","2,545,397","6,015","5,065,489","1,752,700","2,407,922,034","294,615",1
Dilemma,Nelly,"859,999,247","170,136","65,334,656","199,632","36,725,930","368,297,203","965,108,329","10,809,090",1
20 Tragos,Yiï¿½,"477,396",29,"18,081",20,"3,983","52,662","2,285,487",315,1
My wrist (with Young Thug),Yeat,"83,393,310","32,703","6,521,059","1,618","985,058","9,909,365","1,602","180,040",1
GigaChad Theme - Phonk House Version,g3ox_em,"282,776,356","45,283","24,157,482",64,"255,172","1,672,858","23,643,910","1,358,899",0
Jackie Chan,Tiï¿½ï¿,"867,318,774","122,200","28,477,959","642,448","9,941,160","91,008,651","25,965,495","5,167,133",1
Words (feat. Zara Larsson),Alesso,"383,945,607","58,627","45,560,940","20,633","9,518,866","159,467,861","2,170,376,776","1,125,402",0
Bombonzinho - Ao Vivo,Israel & Rodolffo,"343,704,935","21,379","13,592,125","176,878","8,502,888","153,392,985","699,848,365","206,908",0
OJALï¿,Maria Becerra,"168,710,415","16,559","4,927,487","72,000","24,990,011","248,098,853","365,354,168","182,061",0
Bejeweled,Taylor Swift,"536,110,386","32,472","22,834,672","791,802","171,672,855","1,573,795,763","120,036,973","361,280",0
Back for More (with Anitta),TOMORROW X TOGETHER,"93,990,459","8,050","7,207,941","55,727","53,080,335","296,861,046","313,625,362","182,465",0
Heaven,Kane Brown,"492,361,216","43,773","13,627,930","107,020","5,665,191","74,609,105","474,602,562",,0
FERXXO 151,Feid,"106,899,723","23,959","10,822,808","34,200","3,566,805","44,045,683","22,628,351","195,030",0
Young And Beautiful,Lana Del Rey,"1,256,488,099","158,078","59,355,964","301,881","104,232,046","881,937,736","1,185,793,007","6,185,418",0
United In Grief,Kendrick Lamar,"246,425,341","81,509","7,710,812","108,559","43,090,164","342,828,836","34,138,596","1,169,011",1
Drunk in Love,Beyoncï¿,"607,315,454","73,281","24,577,326","42,655","24,392,560","200,100,315","196,095,530",,1
Kaikai Kitan,Eve,"404,765,225","64,972","8,591,521","119,922","70,942,249","561,999,669","100,993,171","812,814",0
Opp Stoppa (feat. 21 Savage),YBN Nahmir,"246,949,197","80,591","7,682,255","5,645","715,700","4,922,539","101,060,286","209,692",1
Mary On A Cross,Ghost,"589,145,587","130,464","19,387,390","81,149","90,157,158","569,986,027","443,194","3,769,063",0
Go Fuck Yourself,Two Feet,"649,191,183","160,382","29,032,760","795,603","151,017,071","1,557,145,950","101,434,951","7,233,385",1
PLIS,Camilo,"37,814,314","2,461","22,699,959","202,354","19,478,404","336,367,149","185,050,927","117,790",0
Antidepresan,Mert Demir,"172,362,945","25,648","5,961,079","293,300","15,092,029","428,987,615","7,986,595","903,938",0
Rise,Jonas Blue,"872,518,334","93,636","18,157,143","23,063","2,845,186","36,403,946","418,778,843","5,306,138",0
Summertime Sadness,Lana Del Rey,"1,442,872,605","204,954","53,282,968","423,666","173,066,210","1,549,975,311","329,452,348","8,122,251",0
