Track,Artist,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Shazam Counts,Explicit Track
08:00,Nicki Nicole,"135,465,283","20,671","8,011,051","197,600","59,387,239","500,108,092","24,978,941","225,730",1
Double Fantasy (with Future),The Weeknd,"180,940,067","36,631","14,272,823","4,000","5,091,663","47,997,951","12,311,591",,1
Wild as Her,Corey Kent,"180,186,017","32,769","6,038,439","33,689","1,974,569","23,448,462","2,792","670,748",0
Beautiful (feat. Camila Cabello),Bazzi,"737,482,160","55,335","17,510,051","3,214,979","189,904,593","2,189,766,597","207,282,014","4,647,023",0
Black Friday,Tom Odell,"126,929,488","23,805","42,713,528","20,254","10,350,073","59,075,543","9,939,532","485,209",0
Summertime Sadness (Sped Up),Lana Del Rey,"68,235,585","10,765","7,466,559",671,"220,759","1,468,789","1,411,876,789","33,174",0
Ignorantes,Bad Bunny,"671,572,185","88,857","22,055,975","10,203","4,124,925","26,125,487","41,199,062","959,604",1
Break Free,Ariana Grande,"899,830,382","96,199","41,829,450","131,095","50,779,178","371,404,445","171,606,029","7,374,291",0
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,"286,381,494","54,422","8,157,305","517,875","137,985,248","1,257,208,158","19,505,413","1,435,096",0
WY@,Brent Faiyaz,"54,763,093","15,316","7,846,247","6,009","10,284,542","72,141,490","1,678,363,681","536,845",1
Acapulco,Jason Derulo,"442,260,324","67,318","33,339,871","42,377","35,703,303","310,298,540","865,166,511",,0
GHOST TOWN,Benson Boone,"382,177,076","65,369","34,887,197","146,179","60,677,641","629,205,287","968,287,446","1,864,419",0
Bande organisï¿½,13 Organisï¿,"267,241,905","62,950","4,938,947","5,066","641,873","12,209,681","11,896,873","2,065,953",1
Only Human,Jonas Brothers,"508,463,163","58,919","15,436,258","27,246","6,682,986","45,970,559","168,192,621","7,575,291",0
Daddy Issues,The Neighbourhood,"1,435,372,572","239,555","84,147,867","252,108","196,480,803","1,122,697,302","8,013,039","3,422,693",0
Cha Cha Cha,Kï¿½ï¿½ï¿½,"143,311,775","42,463","3,803,730","78,568","18,889,271","304,146,444","11,041,200","281,032",0
Raining In Manila,Lola Amour,"136,169,854","11,506","4,813,121","279,014","57,862,276","567,845,644","46,522,818","28,884",0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,"1,120,187,276","153,725","45,935,052","1,758,196","369,847,461","2,745,676,769","402,464","13,710,879",1
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,"224,820,131","81,921","11,821,621","1,713,669","151,684,690","1,272,691,476","19,446,900","993,226",1
Viva La Vida,Coldplay,"2,102,223,775","335,772","128,128,093","1,619,542","244,469,571","2,264,301,241","1,233,854,544","54,637",0
Nice to Meet You,Imagine Dragons,"15,062,636","1,446","39,911,356","1,034","570,876","6,372,350","112,054,624","27,497",0
Verte Ir,DJ Luian,"550,967,367","65,928","18,945,081","11,200","1,930,550","20,847,094","137,102,567","1,353,531",0
Pink + White,Frank Ocean,"1,299,650,856","228,950","71,708,447","130,802","68,303,456","442,090,971","455,453","2,187,716",0
Mother,Meghan Trainor,"79,738,242","12,390","2,274,976","702,284","224,708,419","2,678,819,017","431,870,420","538,792",1
Flashback (feat. Gazo),Favï¿,"88,014,813","16,418","4,788,967","99,500","3,276,455","26,517,142","118,125,080","541,305",1
Space Song,Beach House,"1,099,069,598","261,122","71,073,470","496,525","338,753,643","2,588,157,478","3,593,056","7,887,047",0
Chill Bill,Rob $tone,"843,861,768","155,472","20,340,958","18,775","2,669,418","16,756,000","1,075,983","4,409,923",1
My Way,Calvin Harris,"1,014,534,913","132,592","41,964,503","453,551","10,268,320","56,011,096","171,305,180","8,339,785",0
Big City Life,Luude,"181,323,700","71,547","13,471,679","37,362","12,550,708","160,730,392","16,109,408","780,420",0
Till I Collapse,Eminem,"1,958,809,069","282,888","74,055,843","41,045","6,151,095","54,356,279","324,314,535","4,812,702",1
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,"662,257,934","113,043","31,739,594","707,886","215,370,319","1,511,650,572","22,268,968","4,225,673",1
Jumbotron Shit Poppin,Drake,"126,296,463","44,782","4,407,877","23,780","8,679,451","70,817,893","146,398,901","588,261",1
La Nota,Manuel Turizo,"560,949,285","80,872","37,192,436","267,500","58,834,137","576,560,432","35,850,480","1,440,068",0
Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,"346,860,422","29,735","10,707,382","18,009","4,833,780","73,588,039","29,426,957","1,446,419",0
Solo,Myles Smith,"95,747,052","18,521","23,770,824","1,907","604,177","9,054,387","45,935,756","313,239",0
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,"223,652,808","18,262","11,833,709","85,400","75,312,218","705,088,821","266,676,222","324,686",0
Sex Music,Tank,"5,283,089",920,"403,273",377,"21,957","482,153","738,617","90,172",0
Porfa,Feid,"396,184,710","62,515","16,214,167",712,"216,831","1,796,651","45,547,242","1,168,477",0
P power (feat. Drake),Gunna,"307,122,295","91,786","17,784,294","142,300","49,947,875","327,835,388","42,553,980","1,132,723",1
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The,Taylor Swift,"247,056,218","19,231","16,723,973","139,100","34,732,272","386,594,049","756,308,958","459,379",0
Derniï¿½ï¿½re d,Indila,"410,783,411","84,509","10,769,145","309,984","152,093,157","1,251,931,456","207,204,169","10,550,609",0
Fight Song,Rachel Platten,"897,794,289","92,326","47,254,001","2,209,428","115,034,762","1,021,462,418","2,330",,0
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,"765,374,782","69,032","29,531,913","77,443","6,020,979","43,199,667","171,357,012","4,294,116",0
Losing It,FISHER,"523,954,769","213,614","31,880,596","44,648","32,897,654","313,069,043","5,471,148","8,854,107",0
MATHEMATICAL DISRESPECT,Lil Mabu,"165,642,949","39,238","3,356,524","202,400","91,978,574","709,390,008","277,235,691","328,655",1
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,"815,243,082","140,617","18,381,330","111,271","87,072,918","649,866,119","8,004,499","1,328,950",1
Dick (feat. Doja Cat),StarBoi3,"247,462,687","55,580","12,451,213","881,035","270,293,066","1,691,904,373","33,255,959","3,937,642",1
Perfect Strangers,Jonas Blue,"1,050,246,077","113,716","28,088,689","92,540","8,116,828","62,167,288","264,268,663","9,355,617",0
Hey Brother,Avicii,"1,007,623,089","168,666","43,769,189","82,215","16,452,743","160,676,196","188,246,082","10,854,307",0
Otra Noche,Los ï¿½ï¿½ngeles Az,"238,849,559","26,517","11,475,144","1,275","1,185,903","16,815,994","10,816,168","885,927",0
Yet To Come,BTS,"344,744,597","16,095","22,964,291","359,475","122,010,208","973,086,190","559,165,676","625,565",0
When I'm Gone,Alesso,"279,996,207","36,648","30,173,875","1,943","977,042","19,367,991","1,087,314,726","1,785,826",0
Girlfriend,Ruger,"56,670,689","18,344","1,864,537","1,373,186","19,812,568","344,920,965","34,681,748","2,142,023",1
WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,"100,094,720","10,333","11,971,076","389,200","34,507,211","686,876,114","2,604,422",,0
911,Fuerza Regida,"181,695,722","14,262","7,383,896","270,390","104,665,493","1,079,156,243","65,064","567,312",0
Always,Daniel Caesar,"281,707,091","40,049","16,537,367","119,645","29,519,019","236,748,049","38,135,485","494,628",1
YKWIM?,Yot Club,"675,984,633","147,651","25,369,800","156,693","168,264,666","882,048,158",182,"1,248,383",0
Damage,H.E.R.,"108,241,832","24,791","8,314,569","164,089","11,238,095","122,657,966","32,626,219","1,838,870",0
Bellyache,Billie Eilish,"965,899,534","101,445","18,858,886","50,459","42,091,450","287,094,813","84,532,929","3,988,502",0
No Wahala,1da Banton,"154,010,050","66,808","4,409,868","417,782","60,004,357","729,439,284","35,766,547","2,109,482",0
Wait a Minute!,WILLOW,"1,081,039,358","220,073","41,752,381","1,620,541","275,664,623","2,051,079,047","70,203","7,344,889",0
HONEY BEES,Hachi,"423,395",229,"2,853","31,700","2,392,537","14,242,780","121,017",314,0
Ojos Marrones,Lasso,"370,988,405","33,800","12,228,512","856,300","142,179,351","1,614,554,007","80,243","1,087,892",0
512,Mora,"475,820,416","85,784","28,617,350","110,300","53,172,890","369,308,687","41,079,392","698,305",1
Sï¿½ï¿½guelo Bail,Ozuna,"544,755,640","58,066","16,986,234","134,206","24,277,629","174,267,433","145,733,049","2,212,531",0
Arranca (feat. Omega),Becky G,"161,172,707","23,604","23,467,570","33,264","7,184,433","140,240,096","6,507,698","1,364,052",0
The Family Madrigal,Stephanie Beatriz,"217,919,853","22,687","11,527,473","189,071","135,800,782","1,067,404,078","117,035,357","143,875",0
Hasta Abajo,KEVIN ROLDAN,"380,367,132","62,939","11,576,619","542,284","65,038,406","495,501,340","109,211,682","1,389,750",0
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Yeat,"233,573,513","67,981","8,674,549","34,666","20,275,957","122,612,542","185,705,404","647,093",1
Bon appï¿½ï¿,Katy Perry,"280,898,252","32,458","9,112,382","17,923","11,896,504","137,526,328","201,528,139","2,560,144",0
I'm the One,DJ Khaled,"1,257,029,279","122,763","29,582,588","475,433","16,501,624","134,170,742","1,488,303",,1
Stay With Me,1nonly,"398,942,581","99,939","11,061,124","799,566","111,636,857","1,054,813,567","526,856","1,102,075",1
Typa Girl,BLACKPINK,"357,054,107","20,864","10,226,449","225,000","94,313,386","790,229,870","117,807,648","359,205",1
Ayy Macarena,Tyga,"417,311,779","106,485","11,727,622","475,505","94,185,459","1,001,763,796","40,073,954","3,773,690",1
ELA PIROU NA DODGE RAM,Luan Pereira,"149,455,007","13,028","12,083,352","101,800","22,395,889","272,723,903","325,427,233","53,011",1
Party In The U.S.A.,Miley Cyrus,"1,587,114,096","210,519","147,125,974","428,033","49,702,880","338,781,002","292,478,893","3,960,920",0
Wet Dreamz,J. Cole,"1,244,864,869","247,570","43,778,928","17,325","7,247,082","49,460,597","19,721,123","2,769,408",1
Next Level,aespa,"245,384,123","26,925","9,940,497","94,211","98,935,007","693,149,332","171,506,164","547,626",0
Whiskey Glasses,Morgan Wallen,"806,728,296","86,002","17,665,355","80,672","7,719,684","74,890,093","561,554,996","2,204,392",0
Esta Vida,Marshmello,"94,359,848","23,027","26,530,704","52,600","645,712","13,515,544","112,544,154","1,195,281",0
Shotta Flow [Remix],NLE Choppa,"496,344,788","114,433","11,312,277","12,478","3,903,832","31,236,119","214,191,265","611,475",1
Bolide allemand,SDM,"152,546,936","33,014","4,883,069","97,575","4,800,473","54,647,905","87,631,959","1,390,093",1
Amor Tumbado,Natanael Cano,"413,743,535","39,980","7,003,058","143,494","22,305,613","152,431,204","15,959,347","750,571",0
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,"155,399,041","62,013","13,710,934","21,669","11,544,855","135,832,597","1,424,027","562,309",1
MANIAC,VIVIZ,"77,590,300","6,575","6,127,218","3,247","22,942,690","170,046,435","572,720,093","168,452",0
Don't Mind,Kent Jones,"416,147,244","59,100","10,161,185","6,149,383","38,201,187","188,910,778","51,485,355","7,577,629",1
Dientes,J Balvin,"38,622,215","13,808","12,799,845","1,894","2,705,205","59,118,842","100,931,285","1,517,721",1
Look Alive (feat. Drake),BlocBoy JB,"982,424,606","140,455","29,753,134","212,758","13,785,747","172,191,863","1,009,012","2,879,816",1
Midnight Rain,Taylor Swift,"658,208,129","36,730","23,499,391","86,657","36,893,385","256,300,464","2,047,640","334,608",0
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,"112,851,903","8,311","4,416,840","2,918,900","17,299,421","295,549,159","169,513,706","125,294",0
Burn It Down,Parker McCollum,"42,332,727","7,018","6,690,589","3,495","835,693","14,014,956","479,304,859","307,193",0
Tu Fan,mafalda cardenal,"65,670,361","8,193","4,692,658","608,500","55,379,246","493,111,688","37,699,119","467,250",0
Whole Lotta Choppas,Sada Baby,"55,312,275","16,559","2,391,593","5,063,590","297,105,838","2,188,871,458","61,820","732,768",1
Heartless,Kanye West,"1,315,577,954","261,770","60,550,990","164,714","32,605,436","250,337,316","105,077,315","3,795,507",0
Skate,Bruno Mars,"248,947,222","70,726","16,159,530","1,494","372,385","5,258,682","747,385,177","1,701,042",0
Mercy,Shawn Mendes,"1,351,515,181","114,379","33,997,882","154,068","27,390,411","169,125,285","17,674,579","5,017,015",0
Mount Everest,Labrinth,"612,159,812","128,472","33,056,872","911,853","458,425,066","3,490,816,416","3,238,676","4,948,372",1
Escï¿½ï¿½n,ııengo Flow,"63,748,913","11,841","9,184,869","13,700","438,906","4,695,060","434,486,494","202,893",1
LAISSE MOI,KeBlack,"76,805,130","12,362","2,698,463","110,539","21,137,395","261,958,744","196,973,081","972,269",1
Baianï¿,Bakermat,"402,771,910","128,641","26,735,486","386,586","71,432,760","1,028,129,238","251,574","3,135,726",0
Homicide (feat. Eminem),Logic,"526,019,789","102,549","19,459,269","8,436","2,207,422","21,779,736","3,146,026","850,346",1
More Than My Hometown,Morgan Wallen,"503,296,417","55,067","8,724,047","101,364","12,089,070","124,574,139","360,980,228","986,413",0
Work Out,J. Cole,"955,547,971","199,078","33,681,550","83,230","15,376,388","130,023,976","7,369,620","5,104,518",1
Fall In Love Alone,Stacey Ryan,"250,626,750","28,158","11,808,223","1,724,955","158,358,329","1,888,735,985","18,603,572","438,027",0
Plain Jane,A$AP Ferg,"733,772,721","146,447","26,777,778","1,638,742","86,025,556","707,393,379","4,519,334","7,570,376",1
ORANGE SODA,Baby Keem,"676,690,653","183,862","33,470,385","62,163","26,055,931","203,414,980","70,684","1,211,769",1
Righteous,Juice WRLD,"553,627,198","108,088","18,837,961","79,391","5,994,142","43,552,260","48,193,048","672,702",1
Tï¿½ï¿½,Ozuna,"500,508,660","31,360","12,078,276","774,300","14,707,010","136,354,987","151,743,372","1,325,578",0
Casei Com a Putaria,Mc Paiva ZS,"255,564,797","31,242","9,239,751","46,722","23,505,507","183,685,728","173,994,448",,1
SOLO - Live,BLACKPINK,"6,197,708",428,"185,336",492,"63,986","421,369","104,659,155","5,791",0
Envy Me,Calboy,"492,873,992","86,600","11,849,689","844,804","132,042,330","1,010,801,789","7,334,207","2,325,132",1
vendetta!,MUPP,"317,919,778","77,387","27,153,082","11,600","6,821,906","60,936,894","28,998,158","825,474",1
Tï¿½ï¿½ OK (Re,DENNIS,"112,629,182","13,995","21,476,863","367,300","37,624,994","569,736,479","21,091,552","488,961",0
I'll Be Waiting,Cian Ducrot,"185,042,019","41,058","8,054,809",923,"7,073,614","68,670,799","143,011,080","958,912",0
El Belicï¿½,Peso Pluma,"254,275,891","27,949","5,762,358","65,900","15,883,571","217,432,850","3,365,559","488,932",1
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,"475,881,575","74,084","11,532,863","11,387","3,941,871","41,147,911","1,118,318","710,406",1
BANZAI!,Kazuo,"118,164",91,607,4,"2,599","20,739","8,732",,1
One Thing Right,Marshmello,"545,011,148","69,335","15,972,797","134,588","17,058,045","170,167,441","261,719,017","3,044,970",0
Wildest Dreams,Taylor Swift,"964,058,806","102,916","33,415,141","339,413","137,427,132","1,025,978,293","1,227,241,692","5,306,715",0
What About Us,P!nk,"788,403,596","79,260","39,889,584","38,617","22,964,606","215,488,504","97,454,332","8,147,466",0
On The Floor,Jennifer Lopez,"456,241,170","89,265","34,214,641","341,638","171,375,947","1,446,146,402","1,770,256,542","243,509",0
Mentalitï¿,Baby Gang,"120,605,300","50,347","2,257,680","316,335","18,244,859","261,974,228","33,886,375","1,812,780",1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"1,569,891,590","133,300","51,381,606","592,538","46,194,014","530,240,861","103,487,881",,1
Captain Hook,Megan Thee Stallion,"199,063,354","27,343","10,046,715","2,880,229","128,729,922","1,039,448,470","1,402,732","692,819",1
Time Today,Moneybagg Yo,"191,071,471","61,218","9,916,175","60,304","8,245,826","67,883,730","64,439,007","1,381,684",1
Hold Me While You Wait,Lewis Capaldi,"793,528,511","99,106","36,201,454","191,871","22,545,934","140,058,016",195,"3,493,866",0
messy in heaven,venbee,"120,785,398","45,503","9,878,550","24,429","3,729,330","64,940,140","330,803","742,291",0
Coming for You (feat. A1 x J1),SwitchOTR,"169,896,142","75,491","4,711,796","897,591","130,156,421","1,737,382,885","40,640,524","1,055,110",1
Aquï¿½ï¿½ A,Christian Nodal,"423,313,161","33,148","12,012,992","18,138","2,257,511","35,488,227","19,729,407","902,218",0
Whistle,Flo Rida,"814,272,136","180,832","45,770,125","81,387","30,075,991","257,784,004","145,428,852","9,104,370",0
ıııııııııııııııııı - ıııı ıııııııı ıııııııı ıııııı,Ahmed Saad,"20,588,020","3,465","1,820,609","133,700","9,283,133","274,048,028","27,579,261","161,826",0
Leave Me Alone,Flipp Dinero,"651,863,663","122,266","17,925,064","137,815","50,621,671","318,020,837","133,910,430","3,263,766",1
In My Head,Lil Tjay,"237,061,046","82,335","8,632,456",374,"356,522","3,442,700","341,463,881","665,891",1
Plan A,Paulo Londra,"275,416,061","45,154","6,010,438","50,200","38,034,415","356,327,284","183,244,953","243,094",0
River,Bishop Briggs,"547,304,707","93,449","17,009,946","2,927,089","432,649,655","4,144,883,692","56,048,945","4,876,569",0
Dil Diyan Gallan,Atif Aslam,"204,127,666","20,958","11,366,583","169,700","3,586,828","60,784,930","27,572,059","565,775",0
Little Bit of Love,Tom Grennan,"389,164,529","60,436","21,604,450","22,228","9,869,894","82,984,646","22,709,518","3,654,247",0
I Knew You Were Trouble.,Taylor Swift,"839,642,356","110,606","35,486,997","762,018","5,417,399","48,882,930","150,833,941","9,583,929",0
